candidate_index,global_coupling,speed_mm_per_ms,mu,a_scale,b_scale,fast_ratio,fast_fraction,noise_nsig,noise_tau_ms,dorsattn_time_contrast,visual_time_contrast,default_noise_contrast,visual_noise_contrast,network_noise_mode_1,network_noise_mode_2,default_incident_weight_contrast,dorsattn_salventattn_weight_balance
283,17.777522137388587,2.131301181390881,0.2501605999376625,0.8561914548277856,1.0996747680008412,2.4095322728157043,0.5221060805022717,0.001245085411664,0.3271579552383382,-0.0078241657465696,0.2805564125999808,-0.090896856971085,0.3725215615704655,-0.2732664288021624,0.2485570079647004,0.0,0.0
284,17.777522137388587,2.131301181390881,0.2501605999376625,0.8561914548277856,1.0996747680008412,2.4095322728157043,0.5221060805022717,0.001245085411664,0.3271579552383382,-0.0921990439295768,-0.2048468878492713,-0.2544434182345867,0.469862156547606,-0.252203316334635,0.0460445962846279,0.0,0.0
285,17.777522137388587,2.131301181390881,0.2501605999376625,0.8561914548277856,1.0996747680008412,2.4095322728157043,0.5221060805022717,0.001245085411664,0.3271579552383382,0.1474272223189473,0.1775557273998856,0.0785127496346831,-0.2686329307034611,0.0954362194053828,-0.1766973696649074,0.0,0.0
286,17.777522137388587,2.131301181390881,0.2501605999376625,0.8561914548277856,1.0996747680008412,2.4095322728157043,0.5221060805022717,0.001245085411664,0.3271579552383382,0.1922280555590987,-0.1009576186537742,-0.2268808921799063,0.0055040037259459,0.206627527065575,-0.102184468973428,0.0,0.0
287,17.777522137388587,2.131301181390881,0.2501605999376625,0.8561914548277856,1.0996747680008412,2.4095322728157043,0.5221060805022717,0.001245085411664,0.3271579552383382,-0.177429698780179,0.1305557817220687,0.434303330257535,-0.2417826382443308,-0.1457544820383191,0.3201671849004924,0.0,0.0
288,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.2074538223445415,0.1379397561773657,0.1990797203034162,-0.4855146631598472,-0.3116356262005865,0.0796191095374524,0.0,0.0
290,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.1227713841944933,-0.2110119324177503,-0.1132101789116859,0.226183246821165,-0.0671441631391644,0.3304968807846308,0.0,0.0
291,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.1073871837928891,0.1656674835830927,0.2881018472835421,-0.021162474527955,0.2797903748229146,-0.1109794180840253,0.0,0.0
292,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.023012095503509,-0.2402142539620399,0.1236454807221889,-0.1347593795508146,0.2447987997904419,-0.2697468456812202,0.0,0.0
293,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.0383964702486991,0.2879391610622405,-0.2914642998948693,0.1208852156996727,-0.1076045611873268,0.1392636316828429,0.0,0.0
294,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.2918288748711348,-0.0610124906525015,0.392834865488112,-0.3569297827780247,-0.2137533427216112,0.2383862346410751,0.0,0.0
295,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.2371867144480347,0.0156680786982178,-0.1940087135881185,0.4055482354015112,0.1338220956735312,-0.0202339723706245,0.0,0.0
296,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.267209286801517,-0.1826535886153578,0.4750249655917287,0.0423750886693596,-0.284900448936969,-0.1327988309785723,0.0,0.0
297,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.2524109870195388,0.1905193576589226,-0.1743374485522508,-0.2122322516515851,0.0626962735317647,0.2648203017190098,0.0,0.0
298,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.017144077643752,-0.1162660092115402,0.0104497596621513,0.4530229112133384,0.348929220996797,0.013940214831382,0.0,0.0
299,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.07237203810364,0.1060200288891792,-0.3421407090499997,-0.3103721989318728,-0.0034952571615576,-0.2332886057905852,0.0,0.0
300,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.1379971241578459,-0.032654183730483,-0.0075793601572513,-0.4077451964840293,-0.1711037589237093,-0.0858060764148831,0.0,0.0
301,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.082768989354372,0.0405199158936738,0.3312209835276007,0.3317298544570803,0.1758520422503352,0.216457006148994,0.0,0.0
302,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.1867859367281198,-0.266265414096415,-0.4796038335189223,-0.0674082050099968,0.1127265668474137,0.1173373864032328,0.0,0.0
303,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.2015843393281102,0.256019470654428,0.1874549631029367,0.1789002614095807,-0.2403388117440044,-0.335316592361778,0.0,0.0
304,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.2168467283248901,-0.2928757667541504,-0.1528197927400469,-0.3161381389945745,0.2995427487418055,0.1828791146166622,0.0,0.0
305,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.1622046248987317,0.2257573172450065,0.4458837416023016,0.4233960807323456,-0.0528176320716738,-0.0510298918001353,0.0,0.0
306,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.0980669936165213,-0.0011733865365385,-0.359998419880867,-0.1633030734956264,-0.3340102230198681,-0.3265196835622191,0.0,0.0
307,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.113451150432229,0.0659845450893044,0.0354389129206538,0.0830684136599302,0.0136078513227403,0.1069990525022149,0.0,0.0
308,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.0478262744843959,-0.1428751358762383,0.3728746362030506,0.1966329161077737,0.1618196620605886,0.2982366004027426,0.0,0.0
309,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.0324418717995286,0.0757567947730422,-0.0402667010203003,-0.0580336302518844,-0.19126708926633,-0.1677578873001038,0.0,0.0
310,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.2278296081349253,-0.1511740174144506,0.1416530469432473,0.2947826273739338,-0.1217326512560248,-0.2422684723511338,0.0,0.0
311,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.2824717428535223,0.2159850675612688,-0.4432527255266905,-0.4686754662543535,0.22515907343477,0.0241170367226004,0.0,0.0
312,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.2618047155439854,-0.0548463653773069,0.2237654225900769,-0.105225077830255,-0.0289882341399788,0.1726793032139539,0.0,0.0
313,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.2766030410304665,0.0275550965219736,-0.4236286673694849,0.1503566233441233,0.3179249310865998,-0.3046959314495325,0.0,0.0
314,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.0630520982667803,-0.2509581411257386,0.2597556859254837,-0.3898973995819688,0.0798419299535453,-0.0292091228999197,0.0,0.0
315,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.0078241657465696,0.2805564125999808,-0.090896856971085,0.3725215615704655,-0.2732664288021624,0.2485570079647004,0.0,0.0
316,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.0921990439295768,-0.2048468878492713,-0.2544434182345867,0.469862156547606,-0.252203316334635,0.0460445962846279,0.0,0.0
317,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.1474272223189473,0.1775557273998856,0.0785127496346831,-0.2686329307034611,0.0954362194053828,-0.1766973696649074,0.0,0.0
318,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,0.1922280555590987,-0.1009576186537742,-0.2268808921799063,0.0055040037259459,0.206627527065575,-0.102184468973428,0.0,0.0
319,7.276705835945904,10.487954502925277,0.1735675823874771,0.8106253236532212,0.956377084599808,1.5817751467227934,0.2423053404316306,0.0359675633037272,5.225092412695219,-0.177429698780179,0.1305557817220687,0.434303330257535,-0.2417826382443308,-0.1457544820383191,0.3201671849004924,0.0,0.0
320,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.2074538223445415,0.1379397561773657,0.1990797203034162,-0.4855146631598472,-0.3116356262005865,0.0796191095374524,0.0,0.0
322,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.1227713841944933,-0.2110119324177503,-0.1132101789116859,0.226183246821165,-0.0671441631391644,0.3304968807846308,0.0,0.0
323,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.1073871837928891,0.1656674835830927,0.2881018472835421,-0.021162474527955,0.2797903748229146,-0.1109794180840253,0.0,0.0
324,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.023012095503509,-0.2402142539620399,0.1236454807221889,-0.1347593795508146,0.2447987997904419,-0.2697468456812202,0.0,0.0
325,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.0383964702486991,0.2879391610622405,-0.2914642998948693,0.1208852156996727,-0.1076045611873268,0.1392636316828429,0.0,0.0
326,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.2918288748711348,-0.0610124906525015,0.392834865488112,-0.3569297827780247,-0.2137533427216112,0.2383862346410751,0.0,0.0
327,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.2371867144480347,0.0156680786982178,-0.1940087135881185,0.4055482354015112,0.1338220956735312,-0.0202339723706245,0.0,0.0
328,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.267209286801517,-0.1826535886153578,0.4750249655917287,0.0423750886693596,-0.284900448936969,-0.1327988309785723,0.0,0.0
329,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.2524109870195388,0.1905193576589226,-0.1743374485522508,-0.2122322516515851,0.0626962735317647,0.2648203017190098,0.0,0.0
330,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.017144077643752,-0.1162660092115402,0.0104497596621513,0.4530229112133384,0.348929220996797,0.013940214831382,0.0,0.0
331,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.07237203810364,0.1060200288891792,-0.3421407090499997,-0.3103721989318728,-0.0034952571615576,-0.2332886057905852,0.0,0.0
332,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.1379971241578459,-0.032654183730483,-0.0075793601572513,-0.4077451964840293,-0.1711037589237093,-0.0858060764148831,0.0,0.0
333,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.082768989354372,0.0405199158936738,0.3312209835276007,0.3317298544570803,0.1758520422503352,0.216457006148994,0.0,0.0
334,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.1867859367281198,-0.266265414096415,-0.4796038335189223,-0.0674082050099968,0.1127265668474137,0.1173373864032328,0.0,0.0
335,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.2015843393281102,0.256019470654428,0.1874549631029367,0.1789002614095807,-0.2403388117440044,-0.335316592361778,0.0,0.0
336,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.2168467283248901,-0.2928757667541504,-0.1528197927400469,-0.3161381389945745,0.2995427487418055,0.1828791146166622,0.0,0.0
337,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.1622046248987317,0.2257573172450065,0.4458837416023016,0.4233960807323456,-0.0528176320716738,-0.0510298918001353,0.0,0.0
338,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.0980669936165213,-0.0011733865365385,-0.359998419880867,-0.1633030734956264,-0.3340102230198681,-0.3265196835622191,0.0,0.0
339,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.113451150432229,0.0659845450893044,0.0354389129206538,0.0830684136599302,0.0136078513227403,0.1069990525022149,0.0,0.0
340,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.0478262744843959,-0.1428751358762383,0.3728746362030506,0.1966329161077737,0.1618196620605886,0.2982366004027426,0.0,0.0
341,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.0324418717995286,0.0757567947730422,-0.0402667010203003,-0.0580336302518844,-0.19126708926633,-0.1677578873001038,0.0,0.0
342,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.2278296081349253,-0.1511740174144506,0.1416530469432473,0.2947826273739338,-0.1217326512560248,-0.2422684723511338,0.0,0.0
343,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.2824717428535223,0.2159850675612688,-0.4432527255266905,-0.4686754662543535,0.22515907343477,0.0241170367226004,0.0,0.0
344,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.2618047155439854,-0.0548463653773069,0.2237654225900769,-0.105225077830255,-0.0289882341399788,0.1726793032139539,0.0,0.0
345,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.2766030410304665,0.0275550965219736,-0.4236286673694849,0.1503566233441233,0.3179249310865998,-0.3046959314495325,0.0,0.0
346,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.0630520982667803,-0.2509581411257386,0.2597556859254837,-0.3898973995819688,0.0798419299535453,-0.0292091228999197,0.0,0.0
347,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.0078241657465696,0.2805564125999808,-0.090896856971085,0.3725215615704655,-0.2732664288021624,0.2485570079647004,0.0,0.0
348,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.0921990439295768,-0.2048468878492713,-0.2544434182345867,0.469862156547606,-0.252203316334635,0.0460445962846279,0.0,0.0
349,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.1474272223189473,0.1775557273998856,0.0785127496346831,-0.2686329307034611,0.0954362194053828,-0.1766973696649074,0.0,0.0
350,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,0.1922280555590987,-0.1009576186537742,-0.2268808921799063,0.0055040037259459,0.206627527065575,-0.102184468973428,0.0,0.0
351,4.531099002808332,4.888701669871807,0.2972149971779436,1.0014717958867552,0.8017918572295457,2.0841229274868964,0.3672069629654288,0.0049677121160075,1.7455368587438111,-0.177429698780179,0.1305557817220687,0.434303330257535,-0.2417826382443308,-0.1457544820383191,0.3201671849004924,0.0,0.0
352,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.2074538223445415,0.1379397561773657,0.1990797203034162,-0.4855146631598472,-0.3116356262005865,0.0796191095374524,0.0,0.0
354,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.1227713841944933,-0.2110119324177503,-0.1132101789116859,0.226183246821165,-0.0671441631391644,0.3304968807846308,0.0,0.0
355,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.1073871837928891,0.1656674835830927,0.2881018472835421,-0.021162474527955,0.2797903748229146,-0.1109794180840253,0.0,0.0
356,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.023012095503509,-0.2402142539620399,0.1236454807221889,-0.1347593795508146,0.2447987997904419,-0.2697468456812202,0.0,0.0
357,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.0383964702486991,0.2879391610622405,-0.2914642998948693,0.1208852156996727,-0.1076045611873268,0.1392636316828429,0.0,0.0
358,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.2918288748711348,-0.0610124906525015,0.392834865488112,-0.3569297827780247,-0.2137533427216112,0.2383862346410751,0.0,0.0
359,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.2371867144480347,0.0156680786982178,-0.1940087135881185,0.4055482354015112,0.1338220956735312,-0.0202339723706245,0.0,0.0
360,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.267209286801517,-0.1826535886153578,0.4750249655917287,0.0423750886693596,-0.284900448936969,-0.1327988309785723,0.0,0.0
361,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.2524109870195388,0.1905193576589226,-0.1743374485522508,-0.2122322516515851,0.0626962735317647,0.2648203017190098,0.0,0.0
362,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.017144077643752,-0.1162660092115402,0.0104497596621513,0.4530229112133384,0.348929220996797,0.013940214831382,0.0,0.0
363,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.07237203810364,0.1060200288891792,-0.3421407090499997,-0.3103721989318728,-0.0034952571615576,-0.2332886057905852,0.0,0.0
364,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.1379971241578459,-0.032654183730483,-0.0075793601572513,-0.4077451964840293,-0.1711037589237093,-0.0858060764148831,0.0,0.0
365,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.082768989354372,0.0405199158936738,0.3312209835276007,0.3317298544570803,0.1758520422503352,0.216457006148994,0.0,0.0
366,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.1867859367281198,-0.266265414096415,-0.4796038335189223,-0.0674082050099968,0.1127265668474137,0.1173373864032328,0.0,0.0
367,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.2015843393281102,0.256019470654428,0.1874549631029367,0.1789002614095807,-0.2403388117440044,-0.335316592361778,0.0,0.0
368,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.2168467283248901,-0.2928757667541504,-0.1528197927400469,-0.3161381389945745,0.2995427487418055,0.1828791146166622,0.0,0.0
369,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.1622046248987317,0.2257573172450065,0.4458837416023016,0.4233960807323456,-0.0528176320716738,-0.0510298918001353,0.0,0.0
370,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.0980669936165213,-0.0011733865365385,-0.359998419880867,-0.1633030734956264,-0.3340102230198681,-0.3265196835622191,0.0,0.0
371,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.113451150432229,0.0659845450893044,0.0354389129206538,0.0830684136599302,0.0136078513227403,0.1069990525022149,0.0,0.0
372,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.0478262744843959,-0.1428751358762383,0.3728746362030506,0.1966329161077737,0.1618196620605886,0.2982366004027426,0.0,0.0
373,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.0324418717995286,0.0757567947730422,-0.0402667010203003,-0.0580336302518844,-0.19126708926633,-0.1677578873001038,0.0,0.0
374,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.2278296081349253,-0.1511740174144506,0.1416530469432473,0.2947826273739338,-0.1217326512560248,-0.2422684723511338,0.0,0.0
375,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.2824717428535223,0.2159850675612688,-0.4432527255266905,-0.4686754662543535,0.22515907343477,0.0241170367226004,0.0,0.0
376,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,-0.2618047155439854,-0.0548463653773069,0.2237654225900769,-0.105225077830255,-0.0289882341399788,0.1726793032139539,0.0,0.0
377,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.2766030410304665,0.0275550965219736,-0.4236286673694849,0.1503566233441233,0.3179249310865998,-0.3046959314495325,0.0,0.0
378,12.36000410001725,7.777237098664045,0.2189251399971544,0.659054983407259,1.0575931347906589,2.7118743315339087,0.1470060937106609,0.0017943003176137,1.1944971503114712,0.0630520982667803,-0.2509581411257386,0.2597556859254837,-0.3898973995819688,0.0798419299535453,-0.0292091228999197,0.0,0.0
